,asin,product,date,verified,title,desc,reviewer_name,rating
14,B08DRKRN51,null,12-Sep-20,Verified Purchase,"
Good Portable Fan
","

  Ever since the pandemic started, I have started working from home and had to setup a home office make myself comfortable working for long hours. The only missing part was a source of continuous fresh air as I was used to with in an office. So I decided to to go for a small portable fan which can help me with continuous fresh air while I am working. I came across this fan and has been using it for quite a long time now. I also carry it while I go for a road trips and can use while on beach or any other place. Its very easy to use as it has 3 speed levels and sturdy build. It can throw cool air or hot air depending on the type of water you add into it. It doesn’t throw huge air but kind of optimum for office purpose. I can say its good fan but not sure about its worth. Its good to have it.

",Sarthak Gajjar,5
15,B08DRKRN51,null,12-Sep-20,Verified Purchase,"
CRAP
","

  This thing is garbage, wasted money for sure

",Cristin N.,1
16,B08DRKRN51,null,11-Sep-20,Verified Purchase,"
Fantastic Buy!
","

  This small, compact air conditioner makes it so easy to keep cool anywhere you go. It’s so easily transportable so It’s really nice to have that portability when you feel hot. I leave it on my desk and just turn it on anytime I need to and can feel the cool breeze while I work!! This works great especially now during the summer heat in Louisiana, and it’s so easy to charge too. I just plug it in with the USB on any outlet and it works for hours on its own charge. Definitely recommend for anyone looking for some cool air circulation that can be brought anywhere!

",ZayPreme,5
17,B08DRKRN51,null,11-Sep-20,Verified Purchase,"
Very unique concept
","

  These portable air conditioners are pretty popular these days, I mean what's not to love about them. It's an air conditioner you can power with your laptop. That's exactly what I do, I have these on my desk connected to a USB on my laptop, being in a dorm with no AC can get really humid and these alleviate that for me. Overall, its effectiveness isn't that great but the concept has potential. Very unique and dare I say innovative.

",Tony Wu,5
18,B08DRKRN51,null,11-Sep-20,Verified Purchase,"
Super nice and stylish
","

  Feels great and looks so nice as well! Would totally get one for my family as well!

",Ali K.,5
19,B08DRKRN51,null,11-Sep-20,Verified Purchase,"
Amazing AC!
","

  I bought this for my friend in TX, and it saved their summer! She didnt have an AC, so when she filled this bad boy with ice and water? Good times. At such an affordable price too? Great value, great product, will be buying another!

",Devin Quintana,5
20,B08DRKRN51,null,11-Sep-20,Verified Purchase,"
Be Cool
","

  It is a simple and small personal evaporative cooler! Sure it works with just water OK, but try tiny ice cubes from the Yueton 160 Tray Silicone Frozen Mini Cube Ice Mold Candy Chocolate Jelly Mold (White). They are just what you need to make it chill! Remove some of the filter paper inserts to make room then pack it with these tiny ice cubes, but do not totally block the airstream of the fan. If you remove 4 inserts, you will have a spare set for later. Add ice in the water tray as well with only a little water; just covering the bottom - very shallow. The overall ice melt will add to the water reservoir. It will take a couple of minutes to actually have a real cooling effect! Really don't see how normal size ice cubes can make this truly work and cool you! Tiny ice is the secret to real coolness with this great little rechargeable fan!

",Chuck E.,4
21,B08DRKRN51,null,10-Sep-20,Verified Purchase,"
Perfect for indoor grow space
","

  This is just what I needed. I'm using it for my indoor garden, I need to lower the temp a bit bht didn't want to keel using my window ac unit. This is just perfect. It cools my small 4x4 space perfectly. Easy to use. Hoping it lasts and will work for a while. It's nice and small too. Surprisingly cool for how tint it is. Definitely recommend it if you need to cool a small space. Not sure how this would work for bigger areas unless your sitting right by it or something. .

",Miranda,5
22,B08DRKRN51,null,10-Sep-20,Verified Purchase,"
Small. Sleek. Great for bedside.
","

  Not sure what the rating “warmth” means. But it’s not warm. Haha. I set this up on my bedside. Some water and ice and I get a cool breeze only on me and not my entire room. It’s small and looks sleek. Definitely not portable when using. The water will slosh out. In addition to the cooling effect the air it blows is humid and this helps me because I often get really dry nose and bloody noses at night.

",Brendon Meldrum,5
23,B08DRKRN51,null,9-Sep-20,Verified Purchase,"
Great, portable air conditioner
","

  This product is small in size and portable, making it perfect for travel or small spaces. It runs for a long time without using a whole lot of water. The machine is pretty quiet. It’s also pretty powerful and puts out a good amount of cool air considering the size.

",Carley S.,5
24,B08DRKRN51,null,9-Sep-20,Verified Purchase,"
Nice and good priced portable ac
","

  I had bought this for my office use. But now I am using it at home. It is really easy to use. I can unplug it and use it anywhere I like . It is small and cute . The price is also not too much,

",Manisha Byanjankar,5
25,B08DRKRN51,null,8-Sep-20,Verified Purchase,"
Absolutely worthless
","

  This “air conditioner” does not even get cold. It is only a fan. Even when you put the ice in, you will barely be able to tell the difference. Save your money and don’t buy this worthless piece of junk.

",Anon,1
26,B08DRKRN51,null,8-Sep-20,Verified Purchase,"
Small and effective portable fan
","

  Simply satisfied with this purchase.It's a small little portable fan but It works perfectly for my use.It doesn't have to be plugged every time and it charges pretty quick via USB.

",JC,5
27,B08DRKRN51,null,8-Sep-20,Verified Purchase,"
Tiny fan, not very effective. Should cost $10.
","

  It's not very cool air even with putting water in it. It's SO tiny. I like that it uses USB to charge it, though.

",Linda Baker,2
28,B08DRKRN51,null,8-Sep-20,Verified Purchase,"
Easy to use
","

  My office lately would get very hot so I started looking into portable air conditioner fan. This looked like a good option so I got it. Satisfied with it. Blows cool air. Easy to use and it's chargeable meaning you don't need to run extra wires.

",Vadim,5
29,B08DRKRN51,null,8-Sep-20,Verified Purchase,"
It works?
","

  For close to $40.00 I was expecting a little more. Cheap. cheap product. I'd guess it cost about $3.00 to mass-produce. It's simply a tiny box with a water tray and a $1.00 fan. It needs to be on 2/3 speed to be effective BUT..........IT DOES BLOW COOL AIR when filled with ice-cold water.I'll keep it because I read the description, reviews and, was aware of its simplicity. My error.Spend a few dollars more and get something else.It's like buying the cheapest car possible over a Cadillac to save $10.00

","Old, cheap, and brutally honest.",3
30,B08DRKRN51,null,7-Sep-20,Verified Purchase,"
Super Efficient!
","

  I bought this little air conditioner because my apartment doesn’t have central air cooling. I use it on my desk and it works really well to keep me cool. I added ice several times and it makes a HUGE difference in cooling. It also has an adjustable air flow so you can tilt it up for your face/neck/etc. Definitely a nice personal cooler!

",Adam Ping,5
31,B08DRKRN51,null,7-Sep-20,Verified Purchase,"
Great Portable AC
","

  My girlfriend and I love going to the beach and we were looking for something to cool us down while were sitting under the umbrella. In Florida the heat is crazy and sometimes it feels like you can't breath. Thats why we bought this little mini air conditioner and it does the trick. It is completely wireless so you can take it anywhere you want to go. All you have to do is add water to the tank and it blows out cool refreshing cool air. It is also light in weight and the battery lasts about 6 hours which is a lot longer than I thought. If your looking for a portable ac you can take anywhere I defiantly recommend this one.

",Curtis,5
32,B08DRKRN51,null,7-Sep-20,Verified Purchase,"
Nice and portable mini cooler
","

  I live in Texas where it's usually very hot and my electricity bill was too much. I was searching for a mini cooler which I can use on my desk and came across this product. It's compact, fits right on my desk. It doesn't take that much space. It's not noisy at all so doesn't bother me while working. It comes with 3 fan speed. I have been using on hot summer afternoons and it gets the job done. Best part is it doesn't take any space. Easy to add water to the cooler. It comes with bottle to fill water (around 150 ml). Due to it's compact size you can easily travel with it. Over all I am satisfied with this product.

",Subhendu,5
33,B08DRKRN51,null,7-Sep-20,Verified Purchase,"
small and easy to carry
","

  It can be placed next to my computer when working, and can be carried around when cooking. Because the battery isstored, I can use it with USB interface or not.

",Chi Zhang,5
34,B08DRKRN51,null,6-Sep-20,Verified Purchase,"
Handy fan for the hot garage
","

  This is a small personal fan. Add ice cubes and you get a cool blast, but it works best up close. Water is ok, but it does not get super cold. Typically air conditioners give cold dry air. I like the cool most air on a hot dry day. This works well at my work bench in the garage while I'm fixing my lawn tools, especially on these last few very hot days.

",Jeffrey Allen,5
35,B08DRKRN51,null,5-Sep-20,Verified Purchase,"
Great for airflow
","

  We use these to help create airflow in out house as we only have air in one room so these help spread that throughout

",Ali,5
36,B08DRKRN51,null,4-Sep-20,Verified Purchase,"
Great quality!
","

  This little AC is just what I needed for my desk! I love that it's wireless when it's fully charged because I absolutely hate wire clutter. I keep the bottle of water it comes with full in the fridge to get instant cool air. It's not powerful enough to cool the whole room, but it'll definitely keep you comfortable in a small space.

",Victoria Boutros,5
37,B08DRKRN51,null,4-Sep-20,Verified Purchase,"
Cooool!!
","

  It’s made cold although it holds small ices.It’s perfect for office personal itemReally cool!I love especially it I can hold without any usb cable

",Giraffe,5
38,B08DRKRN51,null,4-Sep-20,Verified Purchase,"
Not Worth The Money
","

  This is literally a glorified fan. The water tank is tiny. The slide is too small to put ice in. This thing is TINY. It’s not very powerful. I bought because of the good reviews... not worth it. A battery handheld fan is stronger than this. It doesn’t even feel cooling!! It is incredibly overpriced. I want to return it.

",DancerGurlayyy,1
39,B08DRKRN51,null,4-Sep-20,Verified Purchase,"
keeps the area around you cool
","

  I love this. It has nice cool air when you ice in. Feel so good on a hot day. I love that it’s so compact and can put it on my desk. Keeps the area around you cool. It's really only for sitting on your desk and keeping you cool while you work. It's not an air conditioner. I think it’s worth it for anyone to try. You won’t be disappointed!

",Faye quest,5
40,B08DRKRN51,null,4-Sep-20,Verified Purchase,"
Stay away
","

  Doesn't work after 3 days of use. Not recommended stay away.

",Tae,1
41,B08DRKRN51,null,4-Sep-20,Verified Purchase,"
Works great
","

  Very good mini air conditioner very good quality made works great very valuable for the money

",Rachel,5
42,B08DRKRN51,null,4-Sep-20,Verified Purchase,"
Cool little mobile air conditioner fan
","

  Nice little mobile air conditioner. It works very well for its size. Easy to use all of the features and super light. The light on the bottom is super convenient at night and the fact it has a built in rechargeable battery is awesome.

",Donnie,5
43,B08DRKRN51,null,3-Sep-20,Verified Purchase,"
Very tiny
","

  This is very small. Easy to use and only for maybe direct air to your face. Sure won’t cool much else.

",Christina ,3
44,B08DRKRN51,null,3-Sep-20,Verified Purchase,"
I LOVE ITTTTTTTTTT
","

  MY SISTER IS A POSTAL CARRIER. SHE IS IN THE FL HEAT EVERYDAY FOR 10+ HOURS A DAY. I GOT THIS FOR HER TO PUT IN HER MAIL TRUCK. SHE LOVES IT. I WENT AND MET HER ON HER ROUTE ONE DAY AND JUST STANDING THERE TALKING TO HER WHILE SHE SAT IN HER TRUCK I COULD FEEL THE COLD BLOWING FROM THE UNIT. IM SO GLAD I GOT HER THIS. THIS FL HEAT IS UNBEARABLE AT TIMES.

",Kelly A Johnson,5
45,B08DRKRN51,null,3-Sep-20,Verified Purchase,"
DO NOT BUY
","

  Horrible. Do not buy.

",Megan Gerardot,1
46,B08DRKRN51,null,2-Sep-20,Verified Purchase,"
You’ll always be refreshed
","

  Such a great personal size air conditioning fan. To dissemble it was very easy with the instructions, applying the water and ice was easy. The fan it’s self gives off a great amount for its size, and with the ice and water added the coolness is EXTREMELY refreshing!! Perfect for a smaller area such as an office or studio size apartment right next to your bed!

",Celestino collado,5
47,B08DRKRN51,null,2-Sep-20,Verified Purchase,"
keeps you cool in hot weather
","

  Great buy. I tried water and it is blowing cool air.the capacity of the tank is a bit small, it does not affect its normal operation.

",WarmWinter,5
48,B08DRKRN51,null,2-Sep-20,Verified Purchase,"
nice for outdoor
","

  nice fan very comfy and small for outdoor camping,the best thing is I dont need to charge every time, and there is no need electronic :)easy to carry anywhere in home too,

",myungjin jung,5
49,B08DRKRN51,null,1-Sep-20,Verified Purchase,"
Portable and easy to use
","

  This little product is very much impressive at its operation. I usually use ice chip so that i can get relaxation through the cool air that blow right to my face. I have kept it on a desk near to my bed and i usually use it in daily basis while going for a bed to sleep. This little product is easy to carry and easy to use. I am very much impressed with it.

",anuj,5
50,B08DRKRN51,null,1-Sep-20,Verified Purchase,"
Too small to be practical
","

  Simple design, easy to use, but too small to be practical. Normal size ice cubes don't fit very well, so it is basically just a mini fan. You could get a more powerful personal fan for a lot cheaper.

",S. Marino,2
51,B08DRKRN51,null,1-Sep-20,Verified Purchase,"
Cheap
","

  The product is actually better than I had anticipated. It is really a gem and I would recommend it to anyone who wants to get the feels of an air conditioner.

",Muktadir Khan,5
52,B08DRKRN51,null,1-Sep-20,Verified Purchase,"
Mini a/c that is quiet, does not take up much space and cools effectively
","

   This portable a/c works quite well. Just add water and or ice and turn it on. When charged runs for about 30 minutes on the highest speed. You can also put it in to usb charger to run. I used it my office it very quite and does not take up much space. I highly recommend this.

",Allister,5
53,B08DRKRN51,null,31-Aug-20,Verified Purchase,"
Worth a try!
","

  It's smaller than I thought but it works fine and keeps the air feeling fresh and cool.

",Qwan,5
54,B08DRKRN51,null,31-Aug-20,Verified Purchase,"
Little Workhorse
","

  Pleasantly surprised! My home office is warmest room in house. This little guy really does blow cool air and make my workday more comfortable. Adding ice cubes is best. Some complain they dont fit. If your fridge makes moon shape cubes, 4 will fit perfectly when placed curve of ice towards back of unit. It runs nonstop for almost 6 hrs after charging once unplugged. Remaining plugged, unit did not shut off until I turned it off. Unit very quiet and takes up little space. Glad I bought one. May get another for my son's room.(rated ""warmth"" 5 stars as unit does not get hot when using)

",Sqieke,5
55,B08DRKRN51,null,31-Aug-20,Verified Purchase,"
u can take it everywhere..😊
","

  the cooling of this ac is super specially in my car ohh love it.n the quality is also gud u can take it everywhere its chargeable..best for traveling 👌

",Ashley,5
56,B08DRKRN51,null,28-Aug-20,Verified Purchase,"
Adorable little desk ""fan""
","

  great little, quite buddy to sit at your desk to keep you as relaxed as possible.Your little buddy doesn't scream at all they only talk in whispers which makes em nice to keep close by.He is VERY cool especially when you you give him some iced water. So cool he needs some shades.She is light weight and every portable. She can go a few hours with only one helping of electricity!-disclaimer googly eyes are not included.

",Dom Sora,5
57,B08DRKRN51,null,28-Aug-20,Verified Purchase,"
Nice.
","

  Nice product for those who works outdoor in heat. It's a compact fan which can be used in your car or while travelling.

",jazil,5
58,B08DRKRN51,null,28-Aug-20,Verified Purchase,"
its pretty cool product...
","

  Its pretty smart.Best for office desk,it could have been slight big and water compartment is small.Apart from that all is good and for personal use ,we can carry easily .

",asha,5
59,B08DRKRN51,null,27-Aug-20,Verified Purchase,"
Terrible product
","

  Be warned: This thing SUCKS! I don't know how in the world it has a 4+ star rating!! Complete waste of money!! I will be returning it. The fan speed on high barely has any output.

",Christina McCain,1
60,B08DRKRN51,null,27-Aug-20,Verified Purchase,"
A must have!!
","

  I was nervous about buying this portable air conditioner but my ac went out so I needed something. It came the next day and it has been a life saver! I'm very happy with my purchase!

",Ty,5
61,B08DRKRN51,null,27-Aug-20,Verified Purchase,"
Works great!
","

  I love this air conditioner fan.  The regular fan part is usually sufficient on its own, but the added ""extra-gear"" of the air conditioner put it over the top.  The battery lasts a long time as well.

",Vic,5
62,B08DRKRN51,null,26-Aug-20,Verified Purchase,"
Effective portable air
","

  Easy to use. Refreshing breeze. Water area is accessible, love the bottle this product came with. Makes camping way more tolerable in the warmer months.

",Michelle,5
63,B08DRKRN51,null,26-Aug-20,Verified Purchase,"
Waste!
","

  I trusted reviews about adding ice to the machine to cool well, but that did not work at all. Feels cool if your hand it directly touching the vent, but other than that, it’s useless.Plus, adding ice is messy and leaks everywhere when it melts!  Don’t waste your money on this! So disappointed!

",CuteCatLady,1
64,B08DRKRN51,null,26-Aug-20,Verified Purchase,"
It’s Fan-tastic!
","

  This is so perfect for hurricane season! Great for personal use — even the dog enjoys it on a hot summer day. The handling and instructions were easy and it’s very portable!

",Alexander Garcia,5
65,B08DRKRN51,null,26-Aug-20,Verified Purchase,"
small unit
","

  very easy to use and the unit is much smaller than my expectation. Good for apartment or dorm room. It serves well as a night light and provide white noise for my sleep

",Chris L.,4
66,B08DRKRN51,null,25-Aug-20,Verified Purchase,"
Portable Air conditioner
","

  This portable air conditioner does the job. It's cheap small and portable. It makes me feel cooler and has a nice minimalistic look to it and looks good on my desk. My friends think it's pretty cool I recommend it if you want to buy one.

",Edmond Doan,5
67,B08DRKRN51,null,24-Aug-20,Verified Purchase,"
Product was a huge disappointment.
","

  Product was cheaply made thin plastic.  Fan was weak.  You had to be inches away to feel it. Water tray was difficult to pull out and align to put back in.  It was also small and shallow.  Adding anything but finely crushed ice was an impossibility.  Will be returning.

",Lorie Nichols,1
68,B08DRKRN51,null,24-Aug-20,Verified Purchase,"
This is a little box but it will blow your mind!!!
","

  I was debating buying this or not but I ended up buying this to help keep my kitchen cool when I'm cooking, I can't stand to be hot when working in the kitchen. This little thing works great it surprised me! It wouldn't be able to cool down a whole house but for a room I highly recommend!! It's not hard to set up, it's very easy to use. I will definitely be buying another one of these!! Fast shipping as well!

",Michelle,5
69,B08DRKRN51,null,23-Aug-20,Verified Purchase,"
Works good
","

  Great little ac! We use it in our kitchen when the stove is on. Gets kinda warm. It helps alot. Easy to use. Just add water.

",Stephanie Olson,5
70,B08DRKRN51,null,23-Aug-20,Verified Purchase,"
Terrific product  excellent for your desk
","

  cools great,  a terrific product. compact design

",peter fewell,5
71,B08DRKRN51,null,23-Aug-20,Verified Purchase,"
Great little fan
","

  If you are buying a portable fan, you might as well buy this one.

",SNogs,5
72,B08DRKRN51,null,22-Aug-20,Verified Purchase,"
Great for small spaces
","

  Pretty happy with this little fan. I got it to use in a car with a broken ac to help provide some relief from the az heat. It is easy to use and blows nice cold air. It’s definitely increased our comfort!

",Kathryn J Bradshaw,5
73,B08DRKRN51,null,22-Aug-20,Verified Purchase,"
Love the cool mist !
","

  This is the best invention for an office since the USB tower!! I love love the mini AC. The most is not so much that you feel wet but enough that you feel cool. Great idea; works perfect !However, in between working perfectly, it stops working. For about two minutes. Then starts again randomly. Lol. I don’t mind but just throwing that out there.

",Jenifer Hensley - Robinson,5
74,B08DRKRN51,null,21-Aug-20,Verified Purchase,"
Cool 😎
","

  Kind of awkward to get back together and add ice. It's pretty loud which I'm okay with bc I use the sound to help me sleep. It blew cold for about 2 minutes then the water warms up and it's basically just a rechargable fan. But it's pretty neat if you were camping or something for a little something extra.

",Mindy,5
75,B08DRKRN51,null,20-Aug-20,Verified Purchase,"
It's just a tiny fan.  Nothing else.
","

  I cannot understand all the 5-star reviews, which is the entire reason I purchased this.  First off, it's the smallest, tiniest little fan!  I have a small hand and I could palm it in one hand.  You put water in this tiny little compartment.  It holds less than 1/4 cup of water.  Instructions say you can add ice cubes but that is hilarious.  Unless you have ice chips, you can't fit even one regular sized ice cube anywhere!  I gave it 30 minutes to see if it would cool and it was sitting on my desk only one foot from my face.  All I felt was a regular fan.  A tiny, tiny, tiny fan.  For over $35 after tax, this is absolutely insane.  Save yourself the headache of this ridiculous tiny plastic fan and do not buy!

",R. Stoeffler,1
76,B08DRKRN51,null,20-Aug-20,Verified Purchase,"
Perfect for next to your bed!
","

  Got this for my daughters room because we can’t use a regular ac due to the style windows. This works wonderful on her bed stand. Keeping her cool and she is sleeping so much better.

",Carrie Henderson,5
77,B08DRKRN51,null,19-Aug-20,Verified Purchase,"
Great for cooling down your personal space
","

  This little fan(a/c) is great, basically wanted it to put it on my desk to help with the heat from the laptop and monitor. This item is great for small spaces like next to you on the night stand or on top of a desk. Do not expect this to cool down an entire room.

",Salvador Gomez,5
78,B08DRKRN51,null,17-Aug-20,Verified Purchase,"
I like the product.
","

  I like it so much, it cools me down for a few seconds! It is super cute, small and portable, easy to use and very quiet. Is essential to me.

",Samantha Laudisio,5
79,B08DRKRN51,null,16-Aug-20,Verified Purchase,"
Excellent product
","

  This air conditioning fan is an excellent help for me when I sit in the backyard , another good thing is it’s humidifier and it purifies too. I can easily move it from one place to another as I like.

",Shafia,5
80,B08DRKRN51,null,13-Aug-20,Verified Purchase,"
Mini portable cool
","

  Nice cube fan with 3 adjustable settings. Also the light from the bottom. Also can use in car, work station etc.

",Master Picasso,5
81,B08DRKRN51,null,13-Aug-20,Verified Purchase,"
portable AC
","

  this is perfect for someone like me who is always hotter than anyone else. Gives me the cool air I need and doesn't make those around me suffer because of my hot flashes. It is perfect!

",corinne werner,5
82,B08DRKRN51,null,13-Aug-20,Verified Purchase,"
Decent little fan
","

  I like this little fan. Its compact and portable which is great, can't wait to bring it camping with me. Also thought it would be good for hurricanes if the power goes out since it is chargeable.

",Càthy T.,5
83,B08DRKRN51,null,12-Aug-20,Verified Purchase,"
Nice and Cool!
","

  I have sitting on the corner of my desk and I’m very impressed! The size is perfect and doesn’t take up hardly any space and the air blows nice and cool.

",Michael Ray,5
84,B08DRKRN51,null,12-Aug-20,Verified Purchase,"
Like it!!
","

  Easy to setup and love how small it is. Prefect for my work desk. I plugged it in my laptop USB slot. Has different speed level. I have been putting cold water and it works perfect. Love it.

",Rakesh,5
85,B08DRKRN51,null,11-Aug-20,Verified Purchase,"
Stopped working after a week
","

  Item stopped working after about a week. Very disappointed.

",Christina,1
86,B08DRKRN51,null,10-Aug-20,Verified Purchase,"
Amazing product
","

  This product is amazing! This little air conditioner is a really high quality you just need to put some water and it works like a cooler and it’s been very helpful to my room which is very hot.

",Damaris campo,4
87,B08DRKRN51,null,9-Aug-20,Verified Purchase,"
mini conditioner fan
","

  This air conditioner fan is mini and cute.It is cool when put water inside it.It is perfect to put it on the table or night stand or bring this fan to camping place.

",Sandyling1231,5
88,B08DRKRN51,null,7-Aug-20,Verified Purchase,"
Small but mighty
","

  Small but mighty! My hubby is a mechanic and works out in the heat, i purchased this in order to see if it would help him get through the days. He said it was super nice at work! He couldn’t believe such a small machine could put out so much air!

",Sharla Eddy,5
89,B08DRKRN51,null,6-Aug-20,Verified Purchase,"
Easy use for travel
","

  I have been looking for this product everywhere and I finally found one I like! It’s easy to use and easy for travel. The cool air feels so nice especially by the pool on a hot day. I will be taking this on vacation with me and will recommend this product to anyone who asks about it.

",astar4,5
90,B0891XSRF2,null,21-Sep-20,Not Verified,"
No instructions
","

  There were no instructions in English included?

",Lori Zoda,3
91,B0891XSRF2,null,20-Sep-20,Verified Purchase,"
cool
","

  cool my kids love it！

",LEO,5
92,B0891XSRF2,null,17-Sep-20,Verified Purchase,"
It works perfectly as indicated!
","

  It actually works as is indicated!! Outstandingproduct and easy to work!

",gloriasholbrook,5
93,B0891XSRF2,null,15-Sep-20,Verified Purchase,"
4hours with battery mode also could use as humidifier
","

  It nice small fans with humidifier. IT could work around 4 hours without turn on led. I feel it could also work as humidifier that not only as fans. Really value item have more function can use

",CHENG-CHIEH HUANG,5
94,B0891XSRF2,null,15-Sep-20,Verified Purchase,"
False advertising.
","

  This product is the biggest disappointment of any product I’ve ever purchases online.  Amazon should not sell this item.  It doesn’t work and I had high hopes.

",Dissatisfied Scott,1
95,B0891XSRF2,null,13-Sep-20,Verified Purchase,"
Perfect personal AC for me!
","

  Its very hot where I live and this personal AC comes really very handy. I have used it during camping, picnic and while playing outside sports. The water reservoir lasts for significant amount of time and its easy to use.

",Cuzan,5
96,B0891XSRF2,null,13-Sep-20,Verified Purchase,"
This is cool! Literally!!
","

  So this little thing is a must for people who are hot all the time and their family is cold!I use this on my desk when I'm working and also for my little girl when we are outdoors.The charging lasts a long time. I soaked the filter in water and placed it in the fridge. You can also freeze it and then soak it with ice cold water. I also put ice cubes in the compartment and ice cold water. The result is cool air!The colder the water the cooler the air. Its company and light weight.Great purchase, I'm happy!

",Crystal S. Ray,5
97,B0891XSRF2,null,12-Sep-20,Verified Purchase,"
Good Product
","

  This portable air conditioner has a good cooling effect. Light and easy to move it. I use it anywhere. Also it solve the emergency HOT. It's so hot this summer. I use this air conditioner to help me cool down when I'm cooking in my kitchen. When I was cooking in the kitchen, I had to turn on the central air conditioner on the whole floor. It was a waste of electricity. This mini air conditioner solve this problem. Just let it blow me while cooking to help cool me down. Good product.

",Qinxin,5
98,B0891XSRF2,null,12-Sep-20,Verified Purchase,"
Horrible!
","

  This item did not work! Once it was powered on it only stayed on for a few seconds than shut off (yes it was plugged in). The settings are not easily selected. I would not recommend getting this AC.

",Heather Benton,1
99,B0891XSRF2,null,11-Sep-20,Verified Purchase,"
Very cute fan
","

  I like it! Portable, cute and feel very nice

",Gary Wang,5
100,B0891XSRF2,null,9-Sep-20,Verified Purchase,"
Maybe as an individual fan
","

  Bought to keep me comfortable while my ac was out. Didn't feel any cooler than a fan.

",Lori Elkins-Turgeon,2
101,B0891XSRF2,null,9-Sep-20,Verified Purchase,"
Cool with humid air
","

  The fan is cool when combine with humidifier system inside. I really like this idea. One thing hassle to do that I have to clean every time before use for clean air but this not a big deal. I love the soft light every night when I use in living room. That’s bright but not glare my eyes. When the air come with humid air it doesn’t make my skin feel dry at all that’s suitable for my eczema sickness.

",tuong luu,5
