,asin,product,date,verified,title,desc,reviewer_name,rating
10,B0873WS5FQ,null,"August 11, 2020",Verified Purchase,"
Brizer evaporative cooler
","

  I love this product you can freeze the filter, which is very high quality. It's small and compact and a child could operate easily. My central ac system didn't get my man cave cold upstairs enough, even with a ceiling fan and an air purifier running it was still few degrees too warm to properly cool me and my gear properly. This unit solved that and my hallway is even colder, this little cube keeps my 14'x14' man cave perfect temp now I'm comfortable and my giant 4k tv and gear is working alot better because it's not overheating. Don't buy those cheap 20-50 dollar evaporative coolers, they suck . This $60 unit does exactly what you'll need on office desk or like I have it on my mini fridge. You'll get 4-6° cooler and cleaner air to boot

",jesse James 78,5.0
11,B0873WS5FQ,null,"August 11, 2020",Verified Purchase,"
Waste of money
","

  It stated it would cool a small room..........wrong!!! It barely makes a space about 2 foot away cool.  Don't waste your money.

",Kindle Customer,1.0
12,B0873WS5FQ,null,"August 7, 2020",Verified Purchase,"
Just a low powered swamp cooler
","

  This is just a very low powered swamp cooler. They use these in Arizona for houses, only bigger. This thing is basically a low powered fan that blows mildly cooler air at you. A regular fan, that can blow harder would be better. This thing makes no difference in cooling, as I suspext most other mini coolers do. Gave it a chance based on the . I am thinking now, faked reviews. It is not worth the money. Even filled it with ice. No difference at all. Dont buy.

",Parker,1.0
13,B0873WS5FQ,null,"August 3, 2020",Verified Purchase,"
Does a great job
","

  I've seen a lot of products like this before were people buy it and are surprised that it's not an air conditioner and won't cool down the entire room. This I a personal cooler much like a fan but it blows cool air at you instead of just fast air. It can make you comfortable if you're using it at a table or what have you but it won't work to cool down an entire room.

",Liberty Dinkin,5.0
14,B0873WS5FQ,null,"August 2, 2020",Verified Purchase,"
Water reservoir's a cool feature
","

  A personal AC unit that cools you down. It doesn't cool like a real ac but cools you down and it's perfect at doing that. It's only a little noisy so it's not annoying and adding cold water to the reservoir makes it so much more effective. You can also add some essential oil to filter heads if you want added bonus of great calming smell, just don't put TOO much. It can get very strong.

",Eshwar Amiji,5.0
15,B0873WS5FQ,null,"August 1, 2020",Verified Purchase,"
Worth it
","

  I started working from home due to Covid and since quarantine is extending into the warmer months, my once pleasantly cool office is turning into my personal hell which is why I got myself a personal cooler. It took a while to get here but that's only because of amazon shipping delays that were all dealing with, totally understandable. It makes my sitting area cool and I can focus on work and actually look presentable in my video conferences instead of sweating bullets.

",Ehtel Ortelli,5.0
16,B0873WS5FQ,null,"July 31, 2020",Verified Purchase,"
Becomes white noise
","

  It's not too loud either you definitely can hear it but no more than a normal fan and after a while it just becomes white noise. Adding crushed ice to the canister for the water makes it cool you down so much faster! Also it is the best looking mini ac in the market in my opinion, well done Brizer!

",Cathleen Weatherspoon,5.0
17,B0873WS5FQ,null,"July 27, 2020",Verified Purchase,"
I put it on my desk
","

  Obviously won't cool a whole room but it's just good enough that it will keep you cool if you're sitting at the desk and it's just quiet enough that it won't affect your focusing.

",Dominic Bozwell,5.0
18,B0873WS5FQ,null,"July 26, 2020",Verified Purchase,"
Keeps me cool
","

  This is a very good way to cool down a small area and it keeps me cool at night during very hot weather! I am very happy I decided to try this mini AC, it's very useful.

",Sharri Heather,5.0
19,B0873WS5FQ,null,"July 25, 2020",Verified Purchase,"
Small but effective
","

  It was easy to use and kept me cool. It doesn't cool a really large room though. But using it nearby is great! After a few days, I bought this product for a good friend of mine and he said he absolutely loves it.

",Bahattin mcgeevincent,5.0
20,B0873WS5FQ,null,"May 31, 2020",Verified Purchase,"
Happy
","

  When I opened this box I thought wow this thing is smaller than I thought and no way is it going to work as it says. Well, I was wrong, I am surprisingly happy with this unit.

",William mccarty,5.0
21,B0873WS5FQ,null,"May 28, 2020",Verified Purchase,"
Amazing stuff
","

  Nothing like the ontel ""best seller"" I had. This is way nicer, more durable, didn't leak, and cools on a larger area. It looks great anywhere I put it. Office desk, on a night stand or even on my coffee table. Well worth it. Check the images.

",Lana Weirick,5.0
22,B0873WS5FQ,null,"May 10, 2020",Verified Purchase,"
Sleek and effective design
","

  I am using this mini AC while reading before bed. It helps me to stay awake and helps me to read much more than usual, which was exactly what I needed. Very nice and effective. I had Brizer's other ac which was nice but this is on a different level, much better!

",Evelyn Ferraris,5.0
23,B0873WS5FQ,null,"April 24, 2020",Verified Purchase,"
Streamlined Design
","

  I really love this cooler not just because it's very portable and can cool down my office in a few minutes, but because of how streamlined and attractive the design is.

",Thea Roberts,5.0
24,B01DLPUWL2,"Size: 14,000 BTU","August 25, 2020",Verified Purchase,"
Very Disappointing
","

  I'm not sure why people are saying it's quiet. The fan control has no effect in cool mode. When you set the fan on low and adjust the temperature the fan automatically switches to high as if on auto which makes it too loud for a bedroom. There's also an obnoxious vibration happening with the covers. I have to wedge a towel between the cover and the floor to get it to stop. The unit is level so it's not a leveling issue.

",Dave,2.0
25,B01DLPUWL2,"Size: 10,000 BTU","August 25, 2020",Verified Purchase,"
Location, location, location
","

  Not sure why so many reviews about noise level.  It's an air conditioner.  The noise level is completely acceptable to me. However, I thought it would have done a better job of cooling and dehumidifying a small basement bedroom.  I would not recommend for a damp basement bedroom.

",Amazon Customer,1.0
26,B01DLPUWL2,"Size: 10,000 BTU","August 25, 2020",Verified Purchase,"
Unit is not what I would consider quiet especially if you want it for a bedroom
","

  The unit cools my bedroom pretty well but I feel it is very loud. I like the fan feature but I would like to be able to adjust the vent it only allows one direction. I was hoping this would cool my bedroom off enough so I could turn my central air off at night but not working as hoped. Probably ok if you don’t have any air conditioning.

",L.S.,3.0
27,B01DLPUWL2,"Size: 8,000 BTU","August 25, 2020",Verified Purchase,"
price
","

  works good

",christine millen,4.0
28,B01DLPUWL2,"Size: 8,000 BTU","August 25, 2020",Verified Purchase,"
It works
","

  I have used this all summer almost 24/7 and my electric bill has only gone up an average of $9.00 per month. It works well for a bedroom, I've never had to empty anything or any complications. It was also very easy to set up. It does do a thing at night where it turns to fan mode then switches back to AC mode in intervals that are loud enough to wake me up and I do notice the rise in temperature between switching on and off in AC mode, and I am not sure if that is something that is controllable or not. For me, the price was on point and it saved me from roasting this summer.

",BP,4.0
29,B01DLPUWL2,"Size: 14,000 BTU w Heat","August 25, 2020",Verified Purchase,"
Almost better than nothing
","

  Before we begin, this is a 2.5 star rating.  I couldnt bring myself to give it a 2 cause it works, but a 3 is just too kind.Lets get the good out of the way.1.  Its better than NOT having an air-conditioner.  We've had some really hot days lately and knowing we can retreat to the bedroom where its cooler (not cold) is a godsend.  Also makes sleeping at night easier.2. Once you've set it up once, its a breeze to take down and put up again (in that same area).  And the rolling wheels make the heavy unit someone easy to push around.3. Go out the back and feel the hot air coming out, its like a hair dryer set to medium.So now after using this for 1 year I have A LOT of design issues with this.1.  You can't set it to just ON, full blast.  It'll cycle periodically on/off which creates a large clunking noise, and since its in our bedroom wakes us up.2.  Jesus Christ the blue lights on the display illuminate the whole bedroom at night with a bright blue glow.  And yet somehow  if you walk up to the display at night you cant see any of the buttons to change settings.You will end up covering the display with something its just too bright at night3. The water drain is 1-inch from the ground.  So water doesn't drain unless your using a McDonald's tray to catch water.  Raise the unit up you say? well its on wheels and will easily fall and crush you.So to empty the water you periodically will to a 80 pound deadlift and wait for the water to drain.  Brilliant.4.  The lowest temperature setting is 64F ?!?!  Thats like 17C, thats not cold ! that's just below ambient temperature.  I want icicles coming off my unit or its not cold enough especially when advertised as 14000 BTU.5.  I think its added about 150$ / month to my electricity bill on heavily used months...thats a lot for slightly cooling down one room only.I know these stand alone units aren't great and have many design flaws and physical limitations.  But I just cant recommend this after having it for a year.  I am glad I have something to help on hot days but if I had to do it again I would consider a different option, though it may not be much better either.

",Evangelos,3.0
30,B01DLPUWL2,"Size: 8,000 BTU","August 25, 2020",Verified Purchase,"
It's loud and ugly
","

  It does make the room cooler...within limits. I think if you can get a window mounted AC, do that

",TomTomTom,3.0
31,B01DLPUWL2,"Size: 14,000 BTU","August 25, 2020",Verified Purchase,"
gives out great cold air
","

  Works like a charm. I would recommend this product.

",Kim Delbrouck,5.0
32,B01DLPUWL2,"Size: 10,000 BTU","August 25, 2020",Verified Purchase,"
Not great
","

  The noise level is not worth the cooling capacity.

",Sarah Sleiman,3.0
33,B01DLPUWL2,"Size: 12,000 BTU w Heat","August 25, 2020",Verified Purchase,"
Noisy, leaky, no HEPA options
","

  In AC mode, it is as noisy as a cheap motel's AC. The unit itself has good build quality, air hose connectors are poorly designed and easily come off every time you move it. The unit's surfaces attract dust like magnets. No options for HEPA OEM or aftermarket filters. The air filter is a joke.I would not buy it again.

",Alex,3.0
34,B01DLPUWL2,"Size: 14,000 BTU w Heat","August 25, 2020",Verified Purchase,"
Awesome
","

  This machine is awesome!  Very cold air and very hot air.  Fills a big room very well!

",Sean Koltiska,5.0
35,B01DLPUWL2,"Size: 8,000 BTU","August 25, 2020",Verified Purchase,"
Garbage weather stripping.
","

  Unit works okay. Not very efficient. Even less efficient because I can't get a good seal against my window frame, because the ""weather stripping"" that Black and Decker is shipping with this unit literally disintegrated in my hands when I tried to apply it. Feels like it's made out of manufacturing waste. I paid three hundred bucks for this thing, you can't send me some actual weather stripping? I won't be buying anything else from a company that thinks so little of its customers.

",JTown,1.0
36,B01DLPUWL2,"Size: 14,000 BTU","August 25, 2020",Verified Purchase,"
It’s ok
","

  Nice product for the price. It definitely is noisy but you cannot expect much from a unit that has a compressor going. The window attachment was a little wonky to put together and one section was bent . Overall it is a decent buy. It does a good job cooling the room

",Amazon Customer,4.0
37,B01DLPUWL2,"Size: 12,000 BTU w Heat","August 25, 2020",Verified Purchase,"
So far so good
","

  Still using the ac feature. Love it. It’s definitely help keep our playroom cool in 100° + temps. Will keep posted when comes time to heat.

",Hot mama,5.0
38,B01DLPUWL2,"Size: 8,000 BTU","August 25, 2020",Verified Purchase,"
Cools a large room
","

  I will say my box was missing a piece to attach to the window but amazon quickly fixed the issue. With that being said I absolutely love this. Purchased for my daughters playroom that doesn’t get AC very well. It’s perfect.

",Sandra,5.0
39,B01DLPUWL2,"Size: 10,000 BTU","August 25, 2020",Verified Purchase,"
Too loud.
","

  I thought by the reviews that this unit was on the quiet side.  Was I wrong.  The fan speed seems to be always on high.  It is much too loud.  And it trips up a fuse if I have it on with another unit in a different room.VERY DISAPPOINTED.  It is too big to send back.

",Linda P.,1.0
40,B01DLPUWL2,"Size: 10,000 BTU","August 24, 2020",Verified Purchase,"
Too noisy , not efficient, light bills were higher than usual,
","

  I used this unit for my living room and when we are watching TV at times we have to turn it off to listento what is been playing on TV.  This unit  just through air out in one direction , to the left side , not in the center like other unit, is no good. I kept it because it was too hot and it will take time to get another unit.I am very unhappy with it .it was not worth it to buy this unit.

",Amazon Customer,2.0
41,B01DLPUWL2,"Size: 14,000 BTU w Heat","August 24, 2020",Verified Purchase,"
DO NOT GET. DOES NOT LAST LONG.
","

  Machine work fine for the first month or two the begins to shake, rattle and not does not go to highest fan level just shakes more and stays at a low setting even tho its on high.

",Andre,1.0
42,B01DLPUWL2,"Size: 12,000 BTU w Heat","August 24, 2020",Verified Purchase,"
Don’t Waste Your Money...junk
","

  This is a horrible product. Not sure how it became a “Best Seller” because it sucks. The air exhaust hose is a piece of crap. This product does not cool our small area down and is loud. I would never buy this product again nor recommend it to anyone and I regret buying two of them as it was a complete waste of money. Small window air conditioners work better than this thing does.

",Amazon Customer,1.0
43,B01DLPUWL2,"Size: 8,000 BTU","August 24, 2020",Verified Purchase,"
do not buy it, you gonna regret if you do it
","

  Please if you don't want your electricity bill increase.... do not buy it, simple like this to hard to cool down a little room,

",Alfredo F.,1.0
44,B01DLPUWL2,"Size: 14,000 BTU w Heat","August 24, 2020",Verified Purchase,"
Pretty good cooling power.
","

  I previously had a 10,000 BTU portable AC. To replace, I went with this highest model, the 14000 btu/ 11000 heat. It does pretty well, so far. When I turn it on max it turns my little apartment into a polar cap. I personally opted for the higher end model so I wouldn't have to run it on high all the time. I figure that running an AC on low rather than high extends the overall lifetime of the compressor.I turned it on the heating mode once to test it out and it seemed to push out some decent BTU's. Since it's August it will be a while before I can test that function.I really wish the remote control had a backlight function, like a little button that you could toggle the backlight on the LED on/off. It's really annoying having to search for a flashlight in the middle of the night just to change the remote settings.When running on max AC mode there is considerable moisture condensation build-up on the top near the touch-buttons, which is worrying. I have to wipe it off every 6 hours.Otherwise, it runs very well and I appreciate that it had the casters pre-installed. The cord was shorter than other previous portable AC units I have used.The hose included should have been insulated, it's just a plastic hose. The heat dissipation from that does not help. For a nearly 500 dollar unit, I would have appreciated an insulated hose.Overall 4/5 stars.

",DG,5.0
45,B01DLPUWL2,"Size: 10,000 BTU","August 24, 2020",Verified Purchase,"
Too hot. Disappointed.
","

  Stopped working after like 3 months?? It’s 100 degrees outside and this only cools til like 90 degrees. I wanted it to be colder than this. What’s the point of having AC if it won’t get cooler than 90°?

",Louie Flores,1.0
46,B01DLPUWL2,"Size: 12,000 BTU w Heat","August 24, 2020",Verified Purchase,"
Caution! This thing is Garbage and UNSAFE, worked for 5 minutes the blew the circuit breaker
","

  Tried using this for the first time since I bought it last year in preparation for the hurricane season.  One of my Central AC Units went out so I unboxed it plugged it in and it blew the circuit breaker 5 minutes later.  I thought there was something wrong with the electrical in my house, so I called an electrician, he couldnt find anything wrong with my house wiring, so he hooked it up the portable AC and watched it for 5 minutes with his multimeter reading and then the amps slowly increased before they blew the fuse.  I bought this refurbished and it looks like they never truly fixed the problem, it's an electrical safety nightmare, glad it didn't cause a fire and I hope it doesnt kill someone with bad wiring.  Too late for me to return it, please save yourself and don't do what I did.  I'm also glad I didn't wait for a hurricane to find out it was a piece of trash.

",AmazonMan123,1.0
47,B01DLPUWL2,"Size: 8,000 BTU","August 24, 2020",Verified Purchase,"
This AC unit works great!
","

  This AC unit works great. It cools the room as it should. Set up and installation took about 30 minutes with two people. My only gripe about this is that it's a little loud. It sounds like a generator but I would accept that over 90 degree heat and no cooling.  This easily cooled the living room and kitchen which is about 1000 sq. ft total. I'm happy with this purchase.

",A,4.0
48,B01DLPUWL2,"Size: 8,000 BTU","August 24, 2020",Verified Purchase,"
Doesn’t cover very much area.
","

  It doesn’t seem to cover the whole room that is within the described sq ft area. Half the room only is cool. Kinda disappointed! Will try it a few more days and experiment with placement but so far it’s cool in just one are of a small room.

",jpw,4.0
49,B01DLPUWL2,"Size: 10,000 BTU","August 24, 2020",Verified Purchase,"
Makes my apartment feel soooo much better!
","

  I was a little concerned when I was going through the reviews but I went ahead and bought it and couldn’t be happier. The thing Works great. Definitely would recommend. For people concerned about the noise it’s as loud/ a little less than an AC in a hotel. I’ve gotten a second one for my bedroom and love that one as well! Great product

",Vontrell,5.0
50,B01DLPUWL2,"Size: 14,000 BTU w Heat","August 24, 2020",Verified Purchase,"
We love it!
","

  Keeps our living room very comfortable! It's quiet and very energy efficient, we have been running it almost nonstop and our bill only went up $40. My only complaint it the exhaust hose and connections. They are not easy to work with and the hose is very fragile! We bought a secondary hose as a back up. We haven't tried the heat feature yet.... it's jua been too hot.All in all though, I am very happy we bought this unit!

",Skyfoxx,5.0
51,B01DLPUWL2,"Size: 14,000 BTU w Heat","August 24, 2020",Verified Purchase,"
Ahhhhhhhhhhhhhhhhhhhhhhhhhhhh
","

  Bought this unit to replace a LG I has bought early this year but it was just not cooling the room.  My first impression is how compact the unit is - 2/3 the size of the LG, but not only has 4000BTU more, this one also provides heat (untested, too hot yet in AZ).  Set the unit up, turned it on, and room temp dropped 2 degrees in 15 minutes!This unit effectively cools my Arizona room, lots of windows, minimal insulation, against the Arizona heat.  It has been over 110 for over a month and not projected to go down soon.  (Probably what did the LG in)When it was running, I had to check to be sure it had the fan on high because it was so quiet!  (1/4 of the noise level of the LG on medium!)Set up was easy and straight forward and I did not have any problems with the unit.My room is cool - I set the unit at 78 and it is able to maintain that temperature against the (current 118 degrees outside).I strongly recommend this unit.  When and if I need another, I will look to buy from Black+Decker.

",Earl T. Watson,5.0
52,B01DLPUWL2,"Size: 14,000 BTU","August 24, 2020",Verified Purchase,"
Badass if you have a new power box for home.
","

  So first of all this unit works great there is one problem though. Before buying this unit make sure your home doesn't have a super old power box and by old i mean the one the house had installed when it was built. If you have an outdated power box this unit will blow hot air for like. 3-5 minutes then youll see the lights flicker before it starts blowing super cold air again. It even shook a little while it was struggling to get the right amout of voltage.

",Erniegurrola,5.0
53,B01DLPUWL2,"Size: 8,000 BTU","August 24, 2020",Verified Purchase,"
5000 btu, not 8000
","

  I wanted badly to like this as it seemed so convenient to roll in and hook up.First I learnt the 8000  BTU advertised was ashrae, and it was comparative to only a 5000 doe BTU window unit.  So right from the start you're not getting what you paid for.  it says 5000 BTU in large letters on the box but no place on Amazon was it mentioned that the 8000  was a different type of  BTU measurement. So one would assume it was 8000 BTU but you're getting only  5000. Its not exceptionally loud . but is loud. (yes, you will have to turn the TV up if watching it) but the on and off during the night will wake you every time it kicks on or off. It does cool well.  I ran it 2 weeks, trying to like it and to see if i would adjust to the nightly wake ups. I didn't,  the lights are bright enough you will likely want to cover them, I simply laid a cloth across them to block it out. I calculated my electric usage. It increased my bill approximately $60 per month over the window unit.I had no problem with the hook ups and it was a fairly simple install.. But the price to run coupled with the continual  wake ups during the nights from the noise make it a no go.  Sorry Amazon  but this ones going back, I do not recommend this.

",silly bird,2.0
54,B01DLPUWL2,"Size: 10,000 BTU","August 24, 2020",Verified Purchase,"
Buttons stopped working really quick
","

   Buttons on top only worked for about a week. Hopefully I never lose the remote. Otherwise it works and isn't too loud.

",Liane Olson,3.0
55,B01DLPUWL2,"Size: 8,000 BTU","August 24, 2020",Verified Purchase,"
Just ok
","

  Definitely cooled the room down just not as much as I would like I think the fan is broke the fan noise never changes no matter what you have it set at

",patrick watts,3.0
56,B01DLPUWL2,"Size: 10,000 BTU","August 24, 2020",Verified Purchase,"
Great product at a great price.
","

  Works great in my small room. The house AC can’t keep up with the house and my room is the biggest with one vent, and two windows. This portable AC is perfect. It has a loud-ish noise when it goes from full to low but it’s not bad at all with over all noise level. I love the remote also. My windows are at a high level so I had to get a longer vent tube.

",Rebecca Sweatt,5.0
57,B01DLPUWL2,"Size: 14,000 BTU","August 23, 2020",Verified Purchase,"
Great AC
","

  Have a 850 sq ft a-frame house. This keeps the back half of the house nice and cool, and the furthest rooms are more comfortable than no AC. Summer is much more tolerable now!

",Amazon Customer,5.0
58,B01DLPUWL2,"Size: 12,000 BTU w Heat","August 23, 2020",Verified Purchase,"
Dont buy it
","

  Bought it for my basement/studio .... not impressed at all... Unless I'm in front of it, the room stays warm

",mike roark,1.0
59,B01DLPUWL2,"Size: 8,000 BTU","August 23, 2020",Not Verified,"
does not blow cold air
","

  If I could give this zero stars I would have. HORRIBLE!

",Kiara Mendoza,1.0
60,B01DLPUWL2,"Size: 8,000 BTU","August 23, 2020",Verified Purchase,"
its super loud and vibrates like crazy.
","

  There were multiple questions asked about the noise level. I picked this one because it kept saying it wasnt loud. That is a bold faced lie. It is super loud and annoying. If I didnt need one right now and didnt have time to wait 3 weeks for a different one Id send this back asap. DO NOT BUY this. its crap.

",Pnky,1.0
61,B01DLPUWL2,"Size: 10,000 BTU","August 23, 2020",Verified Purchase,"
Great AC! Definitely recommend!!!
","

  Just what I needed! I ordered this in at the beginning of summer and I’m so happy I did it. Firstly, props to the Amazon delivery guys, two of them hauled this beast up two flights of stairs and didn’t leave it by the mail area! So thanks for that!!! I read in other reviews that you’re supposed to let it stands upright for 24 hours before you even plug it in - so I did that. I’m a women in her twenties & I was fully able to set up the window tube thingy. Our bill has not gone up drastically, mostly because I run it only when the heat is simply unbearable. I don’t use the fan option much, I’ve used the dehumidifier a couple of times but mostly I rely on the air conditioner option to cool down my room. I really love this AC, since the summers are only going to get warmer and warmer because of global warming, I am really glad I purchase this to have when the heat gets bad in the summers in California!

",tricia,5.0
62,B01DLPUWL2,"Size: 14,000 BTU w Heat","August 23, 2020",Verified Purchase,"
Best portable A/c
","

  We use it as an A/C and are very happy with it. Gets nice and cold.

",Amazon Customer,5.0
63,B01DLPUWL2,"Size: 10,000 BTU","August 23, 2020",Verified Purchase,"
Great humidifier
","

  Great humidifier

",Amazon Customer,5.0
64,B01DLPUWL2,"Size: 14,000 BTU w Heat","August 23, 2020",Verified Purchase,"
Don’t think about just buy it and you will not regret it if it’s hot where you live.
","

  It makes noise but when it’s hot I could care less. It’s in my room and anytime it gets hot it’s on and it’s awesome. I would buy it again. It does costs to run but it’s not bad. I have 2 running most nights and the power bill went up 40 bucks. Not bad for 2 units running all night.

",jesse ,5.0
65,B01DLPUWL2,"Size: 14,000 BTU","August 23, 2020",Verified Purchase,"
Cost effective for limited use
","

  This unit provides very good cold air and does what I need it to do.  Out of the box, the control were not working properly perhaps due to not letting it sit for 24 hrs per the instructions.  The seal for the window vent is not very good - I needed to put some painter’s tap around the edges to keep bugs/flys out.  Draining the unit also was not too good - had to significantly tilt the unit to get water out of the drainage port, but that caused some water leakage higher up the unit near the handles so not sure what’s going on there.  All that said, this unit is powerful and blows nice cold air enough to keep a larger size room comfortable.  I have a town house with high ceilings - 16 ft with exposure to the hall access to the upper bedrooms and I can feel A/C in that hall.  I only need A/C for maybe 2 weeks out of the year sporadically in the summer so for me this unit is a good cost trade over central air at a 1/10 of the cost.

",Amazon Customer,3.0
66,B01DLPUWL2,"Size: 10,000 BTU","August 23, 2020",Verified Purchase,"
great product especially for price. More quiet and cooler than expected.
","

  I did a lot of research and found this amazing air conditioner.  Honestly it's more quiet then most I have heard it easy to assemble.. I am a female in my 30's and did it myself.. the portion that goes in The window which mine is about 58"" in height at my apartment.. fits perfect!! I read a lot of reviews about people having to cut but that was not the case. I waited the 24 hours as suggested in the manual to turn it on after delivery to let everything settle I guess and ran it all day today. It is More quiet than expected and my apartment is definitely cool. It doesn't really reach the bedroom but it is the design of the apartment.. I never write reviews but this one gets 5 stars from me. More than pleased so far. Oh And it came earlier than expected which was nice because it is really hot right now.

",Tammy ,5.0
67,B01DLPUWL2,"Size: 14,000 BTU","August 22, 2020",Verified Purchase,"
You will need to buy additional foam to block the air from escaping from your window.
","

  It doesn't really get my living room ice cold, but it's cooler than it would be on a hot day. It probably would work better in a bedroom

",Monique,4.0
68,B01DLPUWL2,"Size: 8,000 BTU","August 22, 2020",Verified Purchase,"
So far, SO good
","

  TL;DR: Don’t hesitate. If you have a small/medium sized room that needs AC, this is by far the best option. Do yourself a favor!This has truly been a life saver. I moved to San Francisco and haven’t had any AC for about 6 months. The warmer days it got about 75-80 in our apartment, coming from the south it was bearable (with some fans).As we began the heat wave in CA, our apartment was sitting at 85-95 degrees and was horrible. No amount of fans fixed it, and our windows are bay style, so a traditional window AC was not an option.I decided to take the plunge and get this AC and am SO HAPPY I did. It has cooled down our bedroom to the point where we can actually get a good nights sleep for the first time in a what feels like forever. I seriously cannot recommend it enough.A few more notes:- I did not use the included windows panel, so I can’t speak to how good that is- We have a relatively small room, about 150sqft, and it works beautifully, but I can’t speak to how good it would be in a larger room- I let the unit sit for 24 hrs before use, so if you don’t do that, I’m not sure how good your experience will be. The coolant needs time to settle after shipment.

",Jurchfield,5.0
69,B01DLPUWL2,"Size: 8,000 BTU","August 22, 2020",Verified Purchase,"
Horrible unit
","

  Horrible unit doesn’t cool and black and deckers customer service is horrible

",Miguel raymond,1.0
70,B01DLPUWL2,"Size: 14,000 BTU","August 22, 2020",Verified Purchase,"
Igloo time
","

  This unit changed my life. I used to sweat like crazy and not get a good nights sleep the first night I slept so well now my wife is mad because I keep the bedroom like an igloo.

",Elliot,5.0
71,B01DLPUWL2,"Size: 10,000 BTU","August 22, 2020",Verified Purchase,"
Thought it would cover 400sq ft
","

  I just moved into full 2 rooms that are about 200sq ft. each it will not push air to the other room so i have to have a fan over it to move air.

",Adam E.,3.0
72,B01DLPUWL2,"Size: 8,000 BTU","August 22, 2020",Verified Purchase,"
Great AC
","

  I use it in my reloading shed. Works perfectly. Keeps me comfortable in the Arizona heat.

",Val E. Simone,5.0
73,B01DLPUWL2,"Size: 14,000 BTU","August 22, 2020",Verified Purchase,"
Received USED item for a Brand New Ordered, Qlty is good though
","

  i bought and paid for supposedly BRAND NEW item.  Pretty disappointed. It appeared I received a USED product. The top plastic cover has a streak scratch, the window slider kit is bent, dented & scratched. Decided to keep it than replace it bc it is so heavy to return it. Called in the issues & they issued credit. The product performance itself is very good. It cools the room instantly.

",cscape,4.0
74,B01DLPUWL2,"Size: 8,000 BTU","August 22, 2020",Verified Purchase,"
Good buy
","

  All in all it’s a good unit. Cools well, kind of loud.

",Tim,5.0
