,asin,product,date,verified,title,desc,reviewer_name,rating
30,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"August 13, 2020",Verified Purchase,"
would totally recommend!
","

  5 out of 5. Have bought several over the years and only had to replace because gaming rage makes me bump the end of the cord into the controller. Totally my bad and not the headset.

",TMcK,5.0
31,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"August 12, 2020",Verified Purchase,"
Hyprex amazing
","

  Best gaming headset my son love it so much

",Mohamed Alsahybi,5.0
32,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"August 12, 2020",Verified Purchase,"
Bad don’t buy
","

  Bad product

",Juan,1.0
33,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"August 12, 2020",Verified Purchase,"
Nice quality
","

  Amazing sound for a mid-range headphone.  Very happy with this purchase

",Teresa ,5.0
34,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"August 11, 2020",Verified Purchase,"
Worked well for a few months, then started failing.
","

  Bought these upon recommendations from gaming friends, and they were impressive. For about 4 months. The mic went out, and even after trouble shooting and reinstalling the latest drivers, and testing them on another computer and laptop, I couldn't be heard more than a whisper online even with all the setting maxed. No, mute wasn't on. No, there hasn't been any physical damage to the headphones (dropped, liquids, etc.). They were used almost daily, for about 3-4 hours per day, and hung up over the monitor with the cable out of reach of any pinch point and the mic stowed upright against the headphone. They were good for the time I used them, but my advice is you should just save and invest in a more mainstream product.

",Iasón MacAmhlaoibh,2.0
35,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"August 11, 2020",Verified Purchase,"
Good headset
","

  Good

",Brenda,5.0
36,B01L2ZRYVE,Style: Stinger Core Wireless 7.1Pattern Name: Gaming Headset,"August 11, 2020",Verified Purchase,"
Very pleased
","

  Just got these today and very happy with the product. The only thing I would say is a con would be the comms to others on the other end. From what my friends were telling me is they could hear me no problem, just kind of like you're speaking through a jacket or hoodie. But they fit perfectly and the sound is great on them. And it hooked right up to my PS4. Didn't have to change settings or anything.

",Wesley Taylor Missroon,4.0
37,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"August 11, 2020",Verified Purchase,"
Good headset, honestly better than I expected
","

  I love the fact that this headset is light and comfortable. I also love that the mic boom is built in, and that it itself is the internal mute for this headset. The mute is super quiet, the headset barely generates any feedback on my PC, and the mic is also pretty great. Good quality audio. All the more useful for when my friends act up and they need their ears blown out. XD

",David Snyder,5.0
38,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"August 11, 2020",Verified Purchase,"
Good headset for the price
","

  I'm okay with the overall quality of this headset considering the price.OK sound. OK built quality. Not that it will never break... It will, if you don't be careful. It fits nice, so most head size won't have any issue. Again, good headset for the price!

",Richard S. Kwon,4.0
39,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"August 8, 2020",Verified Purchase,"
horrible quality
","

  Sound quality is fine but I've had mine for 4 months and they have fallen apart. Horrible quality, save your money and go elsewhere. I have one side of the headset that falls down and won't lock, pure trash.

",Alex Powell,1.0
40,B01L2ZRYVE,Style: Stinger Core Wireless 7.1Pattern Name: Gaming Headset,"August 8, 2020",Verified Purchase,"
Perfect for work on computer
","

  Perfect for work on computer. Far better than any bluetooth device. Range is decent - about 30 feet from source the sound is perfect.

",M. Ifrim,5.0
41,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"August 8, 2020",Verified Purchase,"
Microphone
","

  Microphone Came in broken

",Anthony,3.0
42,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"August 7, 2020",Verified Purchase,"
One of my favorites
","

  its lightweight and pretty comfy, the mic is good enough and the sound isn't like AMAZING but its as good as it comes with this price. I will definitely buy it again when I'm short on money but need good quality. Recommended it to my sis and she's been loving it since over a year ago. ♥

",Thoru,5.0
43,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"August 7, 2020",Verified Purchase,"
Great for gaming AND conference calls
","

  Now that COVID is in the air, there's been a lot of comments about people's headsets and how one sounds like you're in a tunnel and another sounds like you're driving...I finally got these and people say it sounds really clear. Also, good for gaming.

",laurie10318,5.0
44,B01L2ZRYVE,Style: Stinger Core 7.1Pattern Name: Gaming Headset,"August 6, 2020",Verified Purchase,"
sound quality is good but the mic is very quite
","

  the sound and the noise cancelling are fantastic. however, the mic with the included usb adaptor is way too quite for my friends to hear me at max volume. the included software did not really help so i resorted to using the windows control panel audio to remedy the issue by boosting my volume 20 db then adjusting the output volume for quality.

",Lucoa,4.0
45,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"August 5, 2020",Verified Purchase,"
Not happy.  Stopped working after a month
","

  After 4-5 weeks they have way too much feedback. Unusable.  Dealing with customer service to resolve but nothing yet

",Tfresch,1.0
46,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"August 5, 2020",Verified Purchase,"
Pretty great
","

  So far so good been a couple of months and they work fine. Although the noise cancelling seems to have not been working as much as it is said to do so.

",Estevan Graciano,5.0
47,B01L2ZRYVE,Style: Stinger Core Wireless 7.1Pattern Name: Gaming Headset,"August 5, 2020",Not Verified,"
10 mins idle auto shut off feature is annoying for using HyperX Cloud Stinger core wireless for work
","

  I bought this from a store. My work is call center oriented work at home. I bought this wireless headset so that I can have some mobility at home in between calls. The price is good, the features are OK. However, 2 days into using this headset for work, I started to notice it is turned off out of the blues. I first I thought I didn't charge the battery enough, even I charged it overnight. (It also took longer than Corsair to turn it back on too). Then I googled it and found out that the headset had an auto shut off ""feature"" for which users cannot disable. If there is no audio in 10 mins, it will shut off without warning. So if I don't get a call for more than 10 mins, then I saw my call coming on screen but I didn't know the headset was off!!! My solution is to click on the device testing music every few mins, but it is a true nuance! I need to look for another wireless headset.

",DoubleKMom,3.0
48,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"August 5, 2020",Verified Purchase,"
Very nice
","

  Very nice quality my son has had no issues

",Mitchell Nisbeth,5.0
49,B01L2ZRYVE,Style: Stinger Core Wireless 7.1Pattern Name: Gaming Headset,"August 5, 2020",Verified Purchase,"
Love them!
","

  Very comfortable and great quality.

",Tammy,5.0
50,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"August 3, 2020",Verified Purchase,"
the most important thing I figure out is my voice with this headset better than Astro A40
","

  the headset for me its better then other headset I have used I love it

",Sami samos,5.0
51,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"August 3, 2020",Verified Purchase,"
Avoid! Cheap and broken!
","

  I have 2 sets of these headphones. Sometimes they work, sometimes they don’t. Sometimes only one side works? I have no idea what’s going on. The second pair lasted about 3 days and it stopped working. Honestly, I won’t buy them again. They are junk. You get what you pay for. Spend more money and get a better pair.

",JusAMom,1.0
52,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"August 3, 2020",Verified Purchase,"
Decent
","

  Product is decent.

",Shane B.,3.0
53,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"August 3, 2020",Not Verified,"
AWESOME
","

  WORTH THE MONEY!!! IT IS A GREAT CHEAP GAMING HEADSET BETTER THAN EXPENSIVE HIGH END ONES!!

",Amazon Customer,5.0
54,B01L2ZRYVE,Style: Stinger Core 7.1Pattern Name: Gaming Headset,"August 2, 2020",Verified Purchase,"
Plug and Play with good directional sound
","

  When using the USB, my computer (windows 10 OS) instantly recognized the headset with no configuration. The directional sound is really good for gaming and it has good audio quality for all but the most serious/dedicated music listener (it's slightly bass heavy). Also has an audiojack for use with other devices. The sound-proofing isn't particularly strong, but it will get the job done in most settings. The headset is also comfortable to wear and has an adjustable mic as well as flip up and down for mute/unmute. I don't think there is a better headset out there in this price range.

",Amazon Customer,5.0
55,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"August 2, 2020",Verified Purchase,"
Nice
","

  Really Epic

",Ulises H,5.0
56,B01L2ZRYVE,Style: Stinger Core Wireless 7.1Pattern Name: Gaming Headset,"August 2, 2020",Verified Purchase,"
Not perfect but a reasonable system given the price
","

  Comfort on ears is good, not great, but easy to adapt to.  Overall comfort on head is better than average.  Mic is a little quiet.  Sound quality and volume is very good.  Haven't tested the duration of a charge, but that isn't a huge issue for me.  Controls are easy to use.  Would be nice if it has software to control the EQ and a boost for the mic, but I can probably find 3rd party software that will do it.  True plug and play on Windows 10, nothing to download, no delay, just plugged in the fob and 5 seconds later it worked.  It disables your system speakers, so you need to leave unplugged when not using the headphones, and plug in BEFORE you start your game. No biggie, but you need to know this. They aren't the best set I've seen, but for the money, they are more than good enough for gaming and a good value.

",Pharmboy,5.0
57,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"August 1, 2020",Verified Purchase,"
Fine short term only
","

  After buying this item the people I played with all said the microphone quality was bad and only few months later the microphone just stopped working and earlier the sound stopped all together as well. No real explanation as to why, chords are fine and the actual device isn't damaged, it just stopped working randomly. The issue doesn't lie with the computer since other headphones and devices work fine, and these headphones don't work on other devices anymore either.

",Sanic,1.0
58,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"August 1, 2020",Verified Purchase,"
Great Reasonable Price Headset
","

  Everything works relatively well for the price point. Sometimes the volume button feels a little loose but overall not a big issue.

",Jason Liu,4.0
59,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"August 1, 2020",Verified Purchase,"
Cable a little short
","

  Works pretty well overall my only real complaint is the cord needs to be longer. It's plenty long with the splitter though

",Joshua Bonnifield,4.0
60,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"July 31, 2020",Verified Purchase,"
Terrible ass headset
","

  I have used this headset on three different controllers and it gave me the same problem every time. It constantly cuts in and out and progressively gets worse over time. I was in a game of war zone and it cost me the match. Bad headset

",Joe,1.0
61,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"July 31, 2020",Verified Purchase,"
10/10
","

  This is an amazing product for any setup. Just arrived today and it's very comfortable and you can't hear what touches the wire. It's such a great headset. It's one of those things that you actually go and write a review for bc you like it so much 10/10 would recommend.

",Calkins,5.0
62,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"July 31, 2020",Verified Purchase,"
Not worth it
","

  this item last Only one month and then stops working properly.Big Disappointment.

",Juan Carlos Delgado,1.0
63,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"July 31, 2020",Not Verified,"
Cheap price for even cheaper quality mic
","

  Poor sound quality. One month of moderate use diminished how well audio sounded to others online. If you like to torture your team members with terrible scratching noise while trying to make callouts, it's a perfect fit. Mic makes a audiable clicking noise when you toggle it to use. Bleh. And ear pieces only toggle sideways and not inward. Save a few more dollars up and buy a higher quality mic.

",Bobby Camou,2.0
64,B01L2ZRYVE,Style: Stinger WirelessPattern Name: Gaming Headset,"July 30, 2020",Verified Purchase,"
Good headset for the price.
","

  Cons:*The mid range sound is just slightly too quiet, things like footsteps in competitive shooters suffer a little.*Mic quality is not fantastic. Very cheap. But functional and stays clear and loud.*Battery life isn't great. Maybe 10 hours. Recharge it every time you're not using it or you'll regret it.Pros:*Noise cancellation is solid. You won't hear any quiet or medium noises at all and loud noises are deadened well.*Comfort is the best part. I have a big head and big ears and this stays comfortable for 8+ hours at a time without sweating or pinching.*Range is great. Sound only started cutting out for me at 15+ yards away through multiple walls.Basically everything about this headset is just slightly worse than it's more expensive counterpart the hyperx cloud flight. But that headset is nearly $80 more from when I purchase these.. I'm not sure any headset beats these at this price point.

",Patrick Parham,5.0
65,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"July 29, 2020",Verified Purchase,"
High value
","

  Really nice headphones at a great price

",Nathan Stuckey,5.0
66,B01L2ZRYVE,Style: Stinger WirelessPattern Name: Gaming Headset,"July 29, 2020",Verified Purchase,"
works
","

  works

",Zxei,5.0
67,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"July 29, 2020",Verified Purchase,"
Worth the buy
","

  Worked great! Good price! I will never buy a 300$ headset again. These are by far some of the best

",Zakk F.,5.0
68,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"July 28, 2020",Verified Purchase,"
Lame lame lame
","

  Purchased for my sons 13th birthday. I am a single mother of two who lost BOTH of my jobs due to COVID, this was a special gift for him. The headphones broke within three months. DO NOT WASTE YOUR MONEY THESE ARE NOT THE ONES YOU ARE LOOKING FOR!!

",Amazon Customer,1.0
69,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"July 27, 2020",Verified Purchase,"
It sucks
","

  It’s not a great headset to begin with but it stopped working after a month.

",erik,1.0
70,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"July 27, 2020",Verified Purchase,"
Broke after 2 months of use.
","

  Not very sturdyAt first the audio was decent, and the swivelling mic was cool.After 2 months the mic is almost non-functioning.When i swivel the mic it makes a large static noise to the people im in a call with, its very ear piercing and annoying.I have to hold the mic in a specific spot or it doesnt work at all, i would recommend trying a different headset for your gaming needs, this one just isnt durable enough.

",William M Hartley,2.0
71,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"July 27, 2020",Verified Purchase,"
Great gaming headset!
","

  I like the features of this headset. The swivel mic is what I looked for along with great sound. I use it for my gaming on the PS4 and the sound is great. The only reason why its not five star for me is because it is a little too big for my head. It always slides down, but besides that I dont regret this purchase.

",Ashley H,4.0
72,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"July 27, 2020",Verified Purchase,"
Microphone Stops Working after 1 year of usage
","

  I brought this headset thinking it would be an amazing one and also because of the price too! But After 1 Year The Microphone stopped working & the headsets foam start falling out!! It’s a waste of $50 dollars DON’T BUY this product if your a gamer who uses  the microphone to talk A lot after a year of using it the microphone stopped working!! It’s plastic too and it’s very easy to break! Don’t get this headset it’s a waste of money and I find it overpriced by the quality it has!! Save your self time and don’t get this!! Waste of money!!!

",henry pinto,1.0
73,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"July 26, 2020",Verified Purchase,"
Best Choice
","

  Not only do they work perfectly..., they're also Super Durable. Been using the same headphones for more-than 6mos now.

",Christopher,5.0
74,B01L2ZRYVE,Style: Stinger CorePattern Name: Gaming Headset,"July 26, 2020",Verified Purchase,"
Not the most comfortable, feels cheap, sound is below average, price is about right.
","

  Not the most comfortable, feels cheap, sound is below average, price is about right. I was expecting more based on other reviews.

",Josh,3.0
75,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"July 26, 2020",Verified Purchase,"
Good
","

  Good and clear

",nubia,4.0
76,B01L2ZRYVE,Style: Stinger CorePattern Name: Gaming Headset,"July 25, 2020",Verified Purchase,"
Music is flat, but voice perofrmance is OK
","

  The audio quality for music is extremely poor.  Everything just sounds flat and muddy.  Also, despite their size the bass is very weak--I can barely make out the low tone in Crystal Method - High Roller.  A $10 set of earbuds outperforms these in every way.I did not have a microphone for voice chat meetings at work, so I bought these hoping I could wear them all day, for meetings and listening to music.  The mic and voice quality sounds fine and work is reimbursing me, which is the only reason I am not returning them.  However, I am disappointed that I will have to swap them out for a better set a headphones for music.  If I had bought these for personal use I would be returning them.

",Dan D,2.0
77,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"July 25, 2020",Verified Purchase,"
Piece of junk
","

  This headset is not reliable. Stopped working after 6 months, no sound coming out of the speaker. Do not recommend

",Meisters,1.0
78,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"July 25, 2020",Verified Purchase,"
Mic doesn’t work well.
","

  My headphones had a shortage in them I believe. I have to almost yell for the microphone to detect my voice.

",K. Reed,2.0
79,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"July 25, 2020",Verified Purchase,"
Great for work on my mom’ pc
","

  Great sound quality and loud enough for my mom who’s hard of hearing to hear her co workers and customers!  She says it’s the best gift she’s ever gotten:)

",Deb,5.0
80,B01L2ZRYVE,Style: Stinger Core Wireless 7.1Pattern Name: Gaming Headset,"July 23, 2020",Verified Purchase,"
Not for people with huge ears.
","

  Had these for a couple of days, battery seams good, nothing physically wrong with the headphones and packaging is pretty sturdy.My only complaint is the size for the ears is too small. Wearing them for a few hours leaves my ears feeling painful.My search to find headphones that are friendly to my elf ears continues.

",Megan,4.0
81,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"July 23, 2020",Verified Purchase,"
Reasonably priced great value
","

  Reasonably priced great value

",Robert Corbell,4.0
82,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"July 23, 2020",Verified Purchase,"
Stopped working a little over a month old
","

  Very disappointed in how these headphones stoped working right after a month.

",Mackenzie,1.0
83,B01L2ZRYVE,Style: StingerPattern Name: Gaming Headset,"July 22, 2020",Verified Purchase,"
It wont run with computer anymore, but if it can, its a good headset.
","

  Get it if you are willing to let it break, otherwise dont do it.

",Cyrce Davis,2.0
84,B01L2ZRYVE,Style: Stinger WirelessPattern Name: Gaming Headset,"July 22, 2020",Verified Purchase,"
Good stuff
","

  Bought them for working from home during the pandemic. I use them ALL DAY and never turn them off and they last

",shelby,5.0
